order_id,order_date,customer_id,product_id,product_name,category,quantity,price,amount,payment_method,city,state,coupon_used,order_status
ORD2023062409686,2023-06-24,81052,1039,Hair Dryer,Beauty,2,710.12,1420.24,UPI,Hyderabad,Telangana,0,Delivered
ORD2023062409870,2023-06-24,44263,1045,Dumbbell 5kg,Sports,1,4907.02,4907.02,UPI,Patna,Bihar,1,Delivered
ORD2023062500696,2023-06-25,37195,1036,Makeup Kit,Beauty,2,312.42,624.84,Debit Card,Gurugram,Haryana,0,Delivered
ORD2023062500964,2023-06-25,36913,1033,Shampoo Herbal,Beauty,1,2174.71,2174.71,Credit Card,Ahmedabad,Gujarat,0,Delivered
ORD2023062502424,2023-06-25,62331,1024,LED Bulb 12W,Home,2,217.98,435.96,Credit Card,Mumbai,Maharashtra,0,Delivered
ORD2023062502433,2023-06-25,31859,1011,Men's Cotton T-Shirt,Clothing,1,3223.77,3223.77,Debit Card,Kolkata,West Bengal,0,Delivered
ORD2023062502675,2023-06-25,15769,1045,Dumbbell 5kg,Sports,2,5163.54,10327.08,UPI,Mumbai,Maharashtra,0,Delivered
ORD2023062502833,2023-06-25,31329,1046,Skipping Rope,Sports,1,2966.87,2966.87,Debit Card,Surat,Gujarat,0,Delivered
ORD2023062503011,2023-06-25,19145,1001,Wireless Mouse,Electronics,3,2574.79,7724.37,UPI,Mumbai,Maharashtra,0,Delivered
ORD2023062503053,2023-06-25,91993,1020,Cap Beanie,Clothing,1,531.97,531.97,COD,Chandigarh,Chandigarh,1,Delivered
ORD2023062503181,2023-06-25,71109,1007,Portable SSD 1TB,Electronics,2,603.96,1207.92,Credit Card,Patna,Bihar,0,Delivered
ORD2023062503763,2023-06-25,73410,1008,4K Action Camera,Electronics,2,9840.85,19681.7,UPI,Dubai,UAE,0,Delivered
ORD2023062504041,2023-06-25,58743,1046,Skipping Rope,Sports,1,2886.9,2886.9,UPI,Gurugram,Haryana,0,Delivered
ORD2023062504502,2023-06-25,72881,1038,Perfume 100ml,Beauty,1,241.48,241.48,Credit Card,Hyderabad,Telangana,1,Delivered
ORD2023062504821,2023-06-25,65188,1004,Power Bank 10000mAh,Electronics,3,8011.5,24034.5,COD,Lucknow,Uttar Pradesh,0,Delivered
ORD2023062505352,2023-06-25,61389,1013,Hoodie Unisex,Clothing,3,3241.19,9723.57,UPI,Gurugram,Haryana,1,Shipped
ORD2023062505974,2023-06-25,50426,1017,Kurta Set,Clothing,2,300.27,600.54,UPI,Pune,Maharashtra,0,Delivered
ORD2023062506750,2023-06-25,46821,1029,Table Lamp,Home,3,2355.94,7067.82,UPI,Delhi,Delhi,0,Delivered
ORD2023062508139,2023-06-25,31515,1006,Mechanical Keyboard,Electronics,1,30630.52,30630.52,UPI,Mumbai,Maharashtra,0,Delivered
ORD2023062508175,2023-06-25,28499,1013,Hoodie Unisex,Clothing,3,3645.39,10936.17,NetBanking,Kochi,Kerala,0,Delivered
ORD2023062508184,2023-06-25,83309,1047,Cycle Helmet,Sports,1,565.25,565.25,UPI,Patna,Bihar,0,Delivered
ORD2023062508197,2023-06-25,33237,1049,Gym Gloves,Sports,1,4716.35,4716.35,UPI,Dubai,UAE,0,Delivered
ORD2023062508509,2023-06-25,87614,1019,Jacket Winter,Clothing,1,377.47,377.47,Debit Card,Kolkata,West Bengal,0,Delivered
ORD2023062508634,2023-06-25,57136,1010,Webcam 1080p,Electronics,1,15893.68,0.0,Credit Card,Nagpur,Maharashtra,0,Cancelled
ORD2023062508711,2023-06-25,22614,1031,Face Wash,Beauty,2,93.48,186.96,Credit Card,Bengaluru,Karnataka,0,Delivered
ORD2023062509096,2023-06-25,42771,1008,4K Action Camera,Electronics,1,8538.09,-8538.09,COD,Delhi,Delhi,0,Returned
ORD2023062509269,2023-06-25,33461,1039,Hair Dryer,Beauty,1,686.6,686.6,UPI,Thiruvananthapuram,Kerala,1,Delivered
ORD2023062509508,2023-06-25,13554,1018,Saree Silk,Clothing,1,504.43,504.43,UPI,Hyderabad,Telangana,1,Delivered
ORD2023062509944,2023-06-25,38370,1005,Smartwatch Series 5,Electronics,2,4924.68,9849.36,UPI,Nagpur,Maharashtra,0,Delivered
ORD2023062600110,2023-06-26,86289,1008,4K Action Camera,Electronics,1,10200.93,10200.93,NetBanking,Noida,Uttar Pradesh,0,Delivered
ORD2023062602755,2023-06-26,74512,1014,Sports Shorts,Clothing,3,703.35,-2110.05,Credit Card,Bhopal,Madhya Pradesh,0,Returned
ORD2023062602998,2023-06-26,99834,1047,Cycle Helmet,Sports,1,613.38,613.38,COD,Chennai,Tamil Nadu,1,Delivered
ORD2023062605266,2023-06-26,14934,1031,Face Wash,Beauty,3,92.65,277.95,UPI,Kochi,Kerala,1,Delivered
ORD2023062605450,2023-06-26,11865,1005,Smartwatch Series 5,Electronics,1,5002.92,5002.92,Credit Card,Pune,Maharashtra,0,Shipped
ORD2023062608120,2023-06-26,47948,1012,Women's Fit Jeans,Clothing,3,1909.09,5727.27,COD,Surat,Gujarat,0,Delivered
ORD2023062609276,2023-06-26,18308,1016,Running Shoes,Clothing,1,284.63,284.63,Credit Card,Patna,Bihar,0,Delivered
ORD2023062609433,2023-06-26,61342,1048,Tennis Balls (Pack of 3),Sports,1,192.9,192.9,Debit Card,Surat,Gujarat,0,Delivered
ORD2023062700019,2023-06-27,30662,1034,Conditioner,Beauty,1,2208.42,2208.42,Credit Card,Chennai,Tamil Nadu,0,Delivered
ORD2023062700022,2023-06-27,59223,1025,Non-stick Frying Pan,Home,3,3764.24,11292.72,Credit Card,Indore,Madhya Pradesh,0,Delivered
ORD2023062701269,2023-06-27,27950,1024,LED Bulb 12W,Home,2,183.69,367.38,Credit Card,Bengaluru,Karnataka,0,Delivered
ORD2023062702208,2023-06-27,45658,1043,Badminton Racket,Sports,1,455.14,455.14,Debit Card,Ahmedabad,Gujarat,1,Delivered
ORD2023062703159,2023-06-27,24012,1001,Wireless Mouse,Electronics,3,2463.43,7390.29,UPI,Nagpur,Maharashtra,0,Delivered
ORD2023062703638,2023-06-27,53774,1013,Hoodie Unisex,Clothing,1,3555.92,3555.92,Credit Card,Kolkata,West Bengal,0,Delivered
ORD2023062704783,2023-06-27,79694,1045,Dumbbell 5kg,Sports,3,5330.56,15991.68,Debit Card,Bengaluru,Karnataka,1,Delivered
ORD2023062704962,2023-06-27,53881,1047,Cycle Helmet,Sports,2,474.31,948.62,Debit Card,Delhi,Delhi,0,Delivered
ORD2023062705699,2023-06-27,40353,1003,USB-C Charger,Electronics,2,1118.26,2236.52,UPI,Singapore,Singapore,0,Delivered
ORD2023062706719,2023-06-27,15277,1015,Formal Shirt,Clothing,1,1160.43,1160.43,Credit Card,Indore,Madhya Pradesh,0,Delivered
ORD2023062706914,2023-06-27,29299,1045,Dumbbell 5kg,Sports,1,5672.48,5672.48,UPI,Chennai,Tamil Nadu,1,Delivered
ORD2023062709105,2023-06-27,87237,1040,Lip Balm,Beauty,3,134.48,403.44,UPI,Singapore,Singapore,1,Delivered
ORD2023062709481,2023-06-27,96111,1039,Hair Dryer,Beauty,1,771.1,771.1,UPI,Ahmedabad,Gujarat,0,Delivered
ORD2023062800269,2023-06-28,98290,1010,Webcam 1080p,Electronics,1,14648.19,14648.19,NetBanking,Delhi,Delhi,0,Delivered
ORD2023062800416,2023-06-28,89781,1012,Women's Fit Jeans,Clothing,2,1932.27,3864.54,UPI,Dubai,UAE,0,Delivered
ORD2023062800896,2023-06-28,27234,1020,Cap Beanie,Clothing,1,539.6,539.6,UPI,Dubai,UAE,0,Delivered
ORD2023062801829,2023-06-28,54345,1008,4K Action Camera,Electronics,1,10199.73,10199.73,Debit Card,Noida,Uttar Pradesh,0,Delivered
ORD2023062802303,2023-06-28,94458,1003,USB-C Charger,Electronics,1,1241.65,1241.65,Credit Card,Pune,Maharashtra,1,Delivered
ORD2023062802709,2023-06-28,50711,1017,Kurta Set,Clothing,1,259.19,259.19,COD,Surat,Gujarat,0,Delivered
ORD2023062804120,2023-06-28,30113,1043,Badminton Racket,Sports,1,490.11,490.11,COD,Ahmedabad,Gujarat,0,Delivered
ORD2023062805529,2023-06-28,63025,1005,Smartwatch Series 5,Electronics,1,3883.99,3883.99,UPI,Noida,Uttar Pradesh,1,Delivered
ORD2023062809987,2023-06-28,82454,1006,Mechanical Keyboard,Electronics,1,25356.48,25356.48,NetBanking,Surat,Gujarat,1,Delivered
ORD2023062900250,2023-06-29,53168,1041,Cricket Bat,Sports,1,11241.21,11241.21,COD,Kochi,Kerala,0,Delivered
ORD2023062900916,2023-06-29,61003,1001,Wireless Mouse,Electronics,1,2910.82,2910.82,UPI,Delhi,Delhi,1,Delivered
ORD2023062902362,2023-06-29,68194,1016,Running Shoes,Clothing,1,315.57,315.57,Credit Card,Indore,Madhya Pradesh,0,Delivered
ORD2023062902532,2023-06-29,45085,1026,Bedsheet Queen,Home,3,408.85,1226.55,Debit Card,Delhi,Delhi,0,Delivered
ORD2023062904060,2023-06-29,54608,1045,Dumbbell 5kg,Sports,1,5472.6,5472.6,NetBanking,Pune,Maharashtra,0,Delivered
ORD2023062905481,2023-06-29,58423,1019,Jacket Winter,Clothing,2,383.62,767.24,UPI,Lucknow,Uttar Pradesh,0,Delivered
ORD2023062905700,2023-06-29,96450,1017,Kurta Set,Clothing,1,259.03,259.03,Credit Card,Thiruvananthapuram,Kerala,1,Delivered
ORD2023062906699,2023-06-29,37563,1026,Bedsheet Queen,Home,1,392.65,392.65,UPI,Bhopal,Madhya Pradesh,1,Delivered
ORD2023062908218,2023-06-29,24342,1033,Shampoo Herbal,Beauty,1,1755.69,1755.69,Credit Card,Dubai,UAE,1,Delivered
ORD2023062908468,2023-06-29,36440,1042,Football Size-5,Sports,1,410.48,410.48,Debit Card,Patna,Bihar,0,Delivered
ORD2023062909401,2023-06-29,71816,1040,Lip Balm,Beauty,3,126.36,379.08,COD,Singapore,Singapore,0,Delivered
ORD2023062909842,2023-06-29,73497,1036,Makeup Kit,Beauty,1,338.37,338.37,UPI,Chandigarh,Chandigarh,0,Delivered
ORD2023063001070,2023-06-30,80902,1003,USB-C Charger,Electronics,3,1037.75,3113.25,UPI,Jaipur,Rajasthan,1,Delivered
ORD2023063001803,2023-06-30,48805,1036,Makeup Kit,Beauty,1,345.97,345.97,UPI,Chennai,Tamil Nadu,0,Delivered
ORD2023063001816,2023-06-30,16820,1014,Sports Shorts,Clothing,1,703.2,0.0,Debit Card,Chandigarh,Chandigarh,1,Cancelled
ORD2023063002565,2023-06-30,60859,1026,Bedsheet Queen,Home,3,350.73,1052.19,UPI,Jaipur,Rajasthan,1,Shipped
ORD2023063002665,2023-06-30,76863,1021,Stainless Steel Bottle,Home,1,382.06,382.06,Credit Card,Kolkata,West Bengal,1,Delivered
ORD2023063002942,2023-06-30,24677,1034,Conditioner,Beauty,1,2195.98,2195.98,UPI,Bhopal,Madhya Pradesh,0,Delivered
ORD2023063003800,2023-06-30,16590,1022,Vacuum Cleaner,Home,2,232.66,465.32,UPI,Hyderabad,Telangana,0,Delivered
ORD2023063004104,2023-06-30,85918,1043,Badminton Racket,Sports,1,463.87,463.87,UPI,Noida,Uttar Pradesh,0,Delivered
ORD2023063004128,2023-06-30,57659,1007,Portable SSD 1TB,Electronics,1,632.36,-632.36,UPI,Indore,Madhya Pradesh,1,Returned
ORD2023063004295,2023-06-30,17551,1023,Air Purifier,Home,3,7138.16,21414.48,Credit Card,Thiruvananthapuram,Kerala,1,Delivered
ORD2023063006659,2023-06-30,26017,1036,Makeup Kit,Beauty,2,310.28,620.56,UPI,Kolkata,West Bengal,0,Delivered
ORD2023063007853,2023-06-30,33100,1021,Stainless Steel Bottle,Home,2,418.55,837.1,Credit Card,Mumbai,Maharashtra,0,Delivered
ORD2023063008994,2023-06-30,41232,1024,LED Bulb 12W,Home,3,235.38,706.14,UPI,Patna,Bihar,0,Delivered
ORD2023063009266,2023-06-30,39292,1035,Sunscreen SPF50,Beauty,1,912.6,912.6,UPI,Noida,Uttar Pradesh,1,Delivered
ORD2023063009435,2023-06-30,68414,1011,Men's Cotton T-Shirt,Clothing,2,2901.03,5802.06,Debit Card,Bengaluru,Karnataka,0,Delivered
ORD2023063009889,2023-06-30,24242,1014,Sports Shorts,Clothing,1,678.74,678.74,UPI,Delhi,Delhi,0,Shipped
ORD2023070100967,2023-07-01,10922,1001,Wireless Mouse,Electronics,1,3195.21,3195.21,Debit Card,Bhopal,Madhya Pradesh,0,Delivered
ORD2023070101021,2023-07-01,36437,1016,Running Shoes,Clothing,2,269.19,538.38,Credit Card,Hyderabad,Telangana,0,Delivered
ORD2023070101878,2023-07-01,27430,1003,USB-C Charger,Electronics,2,1057.36,2114.72,UPI,Dubai,UAE,0,Delivered
ORD2023070101974,2023-07-01,49244,1005,Smartwatch Series 5,Electronics,2,4216.14,8432.28,COD,Indore,Madhya Pradesh,1,Delivered
ORD2023070102228,2023-07-01,90291,1046,Skipping Rope,Sports,2,2548.95,5097.9,Credit Card,Gurugram,Haryana,1,Delivered
ORD2023070102640,2023-07-01,36583,1050,Water Bottle Sports,Sports,1,15709.68,15709.68,UPI,Indore,Madhya Pradesh,0,Delivered
ORD2023070103060,2023-07-01,16967,1045,Dumbbell 5kg,Sports,2,6167.42,12334.84,Debit Card,New York,USA,0,Delivered
ORD2023070104018,2023-07-01,81988,1001,Wireless Mouse,Electronics,2,2758.34,5516.68,UPI,Noida,Uttar Pradesh,0,Delivered
ORD2023070104396,2023-07-01,92949,1005,Smartwatch Series 5,Electronics,1,4723.57,4723.57,Debit Card,Chennai,Tamil Nadu,0,Delivered
ORD2023070104683,2023-07-01,14192,1023,Air Purifier,Home,2,6686.08,13372.16,Credit Card,Thiruvananthapuram,Kerala,0,Shipped
ORD2023070104793,2023-07-01,19278,1027,Pillow Set,Home,2,8144.14,16288.28,UPI,Chennai,Tamil Nadu,0,Shipped
ORD2023070104794,2023-07-01,74808,1030,Storage Box,Home,1,2698.55,2698.55,Debit Card,Lucknow,Uttar Pradesh,1,Shipped
ORD2023070104897,2023-07-01,84362,1016,Running Shoes,Clothing,2,272.68,545.36,UPI,Nagpur,Maharashtra,1,Delivered
ORD2023070105272,2023-07-01,67184,1034,Conditioner,Beauty,1,2333.09,2333.09,UPI,Chennai,Tamil Nadu,1,Delivered
ORD2023070106187,2023-07-01,66831,1046,Skipping Rope,Sports,2,2539.33,5078.66,UPI,Pune,Maharashtra,1,Delivered
ORD2023070106964,2023-07-01,25535,1012,Women's Fit Jeans,Clothing,1,2075.87,2075.87,UPI,Surat,Gujarat,0,Delivered
ORD2023070107307,2023-07-01,31320,1033,Shampoo Herbal,Beauty,1,1918.87,1918.87,Credit Card,Kochi,Kerala,0,Delivered
ORD2023070108173,2023-07-01,13879,1009,Laptop Stand,Electronics,1,16977.0,16977.0,COD,Singapore,Singapore,0,Delivered
ORD2023070108315,2023-07-01,89903,1014,Sports Shorts,Clothing,2,681.59,1363.18,Credit Card,Indore,Madhya Pradesh,0,Delivered
ORD2023070109379,2023-07-01,55487,1022,Vacuum Cleaner,Home,1,228.38,228.38,COD,Bhopal,Madhya Pradesh,0,Delivered
ORD2023070109434,2023-07-01,42143,1009,Laptop Stand,Electronics,3,17249.05,51747.15,UPI,Surat,Gujarat,1,Delivered
ORD2023070109687,2023-07-01,29689,1039,Hair Dryer,Beauty,1,705.38,705.38,UPI,Delhi,Delhi,0,Shipped
ORD2023070200143,2023-07-02,96971,1047,Cycle Helmet,Sports,1,514.56,514.56,UPI,Chennai,Tamil Nadu,0,Shipped
ORD2023070201188,2023-07-02,69314,1025,Non-stick Frying Pan,Home,1,3471.05,3471.05,Credit Card,Ahmedabad,Gujarat,0,Delivered
ORD2023070202229,2023-07-02,76008,1009,Laptop Stand,Electronics,1,15313.08,15313.08,Debit Card,Jaipur,Rajasthan,1,Delivered
ORD2023070202522,2023-07-02,18669,1007,Portable SSD 1TB,Electronics,1,564.66,564.66,UPI,Surat,Gujarat,0,Delivered
ORD2023070202557,2023-07-02,13936,1003,USB-C Charger,Electronics,3,1032.35,3097.05,Credit Card,Patna,Bihar,1,Delivered
ORD2023070202715,2023-07-02,70360,1034,Conditioner,Beauty,1,2209.31,2209.31,UPI,Thiruvananthapuram,Kerala,0,Shipped
ORD2023070203162,2023-07-02,34657,1045,Dumbbell 5kg,Sports,2,4833.13,9666.26,UPI,Bhopal,Madhya Pradesh,0,Delivered
ORD2023070203533,2023-07-02,27401,1008,4K Action Camera,Electronics,1,8467.1,8467.1,Credit Card,Hyderabad,Telangana,1,Delivered
ORD2023070203765,2023-07-02,47596,1021,Stainless Steel Bottle,Home,1,372.1,372.1,UPI,Chandigarh,Chandigarh,1,Delivered
ORD2023070204874,2023-07-02,65578,1026,Bedsheet Queen,Home,2,381.31,762.62,UPI,Singapore,Singapore,0,Delivered
ORD2023070205155,2023-07-02,40569,1032,Moisturizer,Beauty,2,3255.06,6510.12,COD,Lucknow,Uttar Pradesh,0,Delivered
ORD2023070205220,2023-07-02,90562,1007,Portable SSD 1TB,Electronics,1,592.03,592.03,COD,Indore,Madhya Pradesh,0,Delivered
ORD2023070205800,2023-07-02,32219,1050,Water Bottle Sports,Sports,1,13269.96,13269.96,Debit Card,Bhopal,Madhya Pradesh,1,Delivered
ORD2023070206127,2023-07-02,20621,1037,Beard Trimmer,Beauty,1,2072.94,2072.94,UPI,Singapore,Singapore,0,Delivered
ORD2023070206491,2023-07-02,30753,1030,Storage Box,Home,1,2633.36,2633.36,Credit Card,Chandigarh,Chandigarh,1,Delivered
ORD2023070209381,2023-07-02,21721,1001,Wireless Mouse,Electronics,1,2873.22,2873.22,UPI,Dubai,UAE,0,Delivered
ORD2023070209403,2023-07-02,10992,1003,USB-C Charger,Electronics,3,963.27,2889.81,UPI,Chennai,Tamil Nadu,0,Delivered
ORD2023070300741,2023-07-03,87605,1035,Sunscreen SPF50,Beauty,3,889.76,2669.28,Debit Card,Singapore,Singapore,0,Delivered
ORD2023070302226,2023-07-03,70262,1032,Moisturizer,Beauty,1,3107.44,3107.44,NetBanking,Gurugram,Haryana,0,Delivered
ORD2023070302445,2023-07-03,62092,1019,Jacket Winter,Clothing,1,394.67,394.67,Credit Card,Nagpur,Maharashtra,1,Delivered
ORD2023070303548,2023-07-03,52771,1012,Women's Fit Jeans,Clothing,1,2056.42,2056.42,UPI,Bhopal,Madhya Pradesh,0,Delivered
ORD2023070304618,2023-07-03,29631,1012,Women's Fit Jeans,Clothing,1,1801.41,1801.41,Debit Card,Thiruvananthapuram,Kerala,0,Delivered
ORD2023070305715,2023-07-03,85852,1022,Vacuum Cleaner,Home,1,241.55,241.55,Credit Card,Ahmedabad,Gujarat,0,Delivered
ORD2023070306161,2023-07-03,80916,1008,4K Action Camera,Electronics,3,9689.57,29068.71,UPI,Patna,Bihar,0,Delivered
ORD2023070306591,2023-07-03,59151,1022,Vacuum Cleaner,Home,3,197.22,591.66,UPI,Bengaluru,Karnataka,0,Delivered
ORD2023070307223,2023-07-03,63730,1039,Hair Dryer,Beauty,2,644.58,1289.16,Debit Card,Indore,Madhya Pradesh,0,Delivered
ORD2023070307276,2023-07-03,60400,1050,Water Bottle Sports,Sports,3,14130.21,42390.63,UPI,Nagpur,Maharashtra,0,Delivered
ORD2023070307743,2023-07-03,91454,1034,Conditioner,Beauty,3,1907.94,5723.82,COD,Noida,Uttar Pradesh,1,Delivered
ORD2023070308825,2023-07-03,47630,1037,Beard Trimmer,Beauty,2,2001.97,4003.94,UPI,Thiruvananthapuram,Kerala,0,Delivered
ORD2023070309006,2023-07-03,16880,1022,Vacuum Cleaner,Home,1,193.67,-193.67,Credit Card,Bhopal,Madhya Pradesh,0,Returned
ORD2023070401651,2023-07-04,94590,1013,Hoodie Unisex,Clothing,1,3358.21,3358.21,Credit Card,Chandigarh,Chandigarh,0,Delivered
ORD2023070401722,2023-07-04,53826,1032,Moisturizer,Beauty,3,3210.75,9632.25,COD,Kolkata,West Bengal,0,Delivered
ORD2023070402725,2023-07-04,17407,1015,Formal Shirt,Clothing,2,952.63,1905.26,Debit Card,Noida,Uttar Pradesh,1,Delivered
ORD2023070402919,2023-07-04,51353,1035,Sunscreen SPF50,Beauty,1,947.59,947.59,UPI,Nagpur,Maharashtra,0,Delivered
ORD2023070403835,2023-07-04,84868,1034,Conditioner,Beauty,2,1855.91,3711.82,Credit Card,Pune,Maharashtra,0,Delivered
ORD2023070404581,2023-07-04,70587,1007,Portable SSD 1TB,Electronics,1,629.13,629.13,Credit Card,Jaipur,Rajasthan,0,Delivered
ORD2023070405030,2023-07-04,36445,1035,Sunscreen SPF50,Beauty,3,840.4,2521.2,UPI,Surat,Gujarat,0,Delivered
ORD2023070405333,2023-07-04,54735,1046,Skipping Rope,Sports,3,3047.0,9141.0,UPI,Hyderabad,Telangana,0,Delivered
ORD2023070405717,2023-07-04,68630,1002,Bluetooth Headphones,Electronics,1,2105.7,2105.7,Credit Card,Hyderabad,Telangana,0,Delivered
ORD2023070406268,2023-07-04,20691,1029,Table Lamp,Home,1,2766.92,2766.92,UPI,Indore,Madhya Pradesh,0,Delivered
ORD2023070406703,2023-07-04,61595,1012,Women's Fit Jeans,Clothing,3,1790.13,-5370.39,Debit Card,Indore,Madhya Pradesh,0,Returned
ORD2023070406791,2023-07-04,30325,1008,4K Action Camera,Electronics,1,8857.74,8857.74,Credit Card,Chandigarh,Chandigarh,1,Delivered
ORD2023070406865,2023-07-04,74274,1025,Non-stick Frying Pan,Home,2,3658.66,-7317.32,Credit Card,Delhi,Delhi,1,Returned
ORD2023070406985,2023-07-04,31734,1004,Power Bank 10000mAh,Electronics,2,7075.34,14150.68,UPI,Indore,Madhya Pradesh,1,Delivered
ORD2023070407312,2023-07-04,67326,1026,Bedsheet Queen,Home,2,338.17,676.34,COD,Surat,Gujarat,1,Delivered
ORD2023070407748,2023-07-04,24546,1002,Bluetooth Headphones,Electronics,1,2083.62,2083.62,Credit Card,Ahmedabad,Gujarat,0,Delivered
ORD2023070407850,2023-07-04,32231,1020,Cap Beanie,Clothing,1,569.41,569.41,UPI,Bengaluru,Karnataka,1,Delivered
ORD2023070408146,2023-07-04,97732,1032,Moisturizer,Beauty,3,2931.34,8794.02,UPI,Singapore,Singapore,0,Delivered
ORD2023070408944,2023-07-04,35978,1044,Yoga Mat 6mm,Sports,1,2040.34,2040.34,UPI,Singapore,Singapore,0,Delivered
ORD2023070409934,2023-07-04,39738,1029,Table Lamp,Home,1,2675.51,2675.51,Credit Card,Ahmedabad,Gujarat,0,Delivered
ORD2023070500016,2023-07-05,34464,1048,Tennis Balls (Pack of 3),Sports,3,172.16,516.48,UPI,Bengaluru,Karnataka,1,Delivered
ORD2023070500036,2023-07-05,26693,1029,Table Lamp,Home,1,2914.79,2914.79,UPI,Pune,Maharashtra,0,Shipped
ORD2023070501675,2023-07-05,84356,1002,Bluetooth Headphones,Electronics,3,2456.53,7369.59,Debit Card,Hyderabad,Telangana,1,Delivered
ORD2023070502183,2023-07-05,16566,1045,Dumbbell 5kg,Sports,1,5682.76,5682.76,NetBanking,Noida,Uttar Pradesh,0,Delivered
ORD2023070502215,2023-07-05,96491,1017,Kurta Set,Clothing,1,287.0,287.0,UPI,Kolkata,West Bengal,1,Delivered
ORD2023070502908,2023-07-05,59336,1021,Stainless Steel Bottle,Home,2,403.52,807.04,Credit Card,Lucknow,Uttar Pradesh,0,Delivered
ORD2023070502909,2023-07-05,26905,1004,Power Bank 10000mAh,Electronics,2,8812.07,0.0,NetBanking,Jaipur,Rajasthan,1,Cancelled
ORD2023070505200,2023-07-05,23679,1032,Moisturizer,Beauty,1,2422.77,2422.77,Credit Card,Mumbai,Maharashtra,0,Delivered
ORD2023070505269,2023-07-05,11354,1022,Vacuum Cleaner,Home,1,202.52,202.52,Credit Card,Pune,Maharashtra,0,Delivered
ORD2023070505479,2023-07-05,61761,1009,Laptop Stand,Electronics,1,15129.48,15129.48,UPI,Indore,Madhya Pradesh,0,Delivered
ORD2023070506071,2023-07-05,76113,1042,Football Size-5,Sports,1,312.88,312.88,UPI,Lucknow,Uttar Pradesh,0,Delivered
ORD2023070506752,2023-07-05,16073,1017,Kurta Set,Clothing,1,311.75,311.75,UPI,Thiruvananthapuram,Kerala,1,Delivered
ORD2023070507416,2023-07-05,91234,1035,Sunscreen SPF50,Beauty,1,837.69,837.69,UPI,Thiruvananthapuram,Kerala,0,Delivered
ORD2023070508111,2023-07-05,40580,1050,Water Bottle Sports,Sports,1,14410.79,14410.79,UPI,Singapore,Singapore,1,Delivered
ORD2023070509253,2023-07-05,98052,1039,Hair Dryer,Beauty,3,699.42,2098.26,UPI,Gurugram,Haryana,0,Delivered
ORD2023070601657,2023-07-06,81610,1050,Water Bottle Sports,Sports,1,13695.32,13695.32,UPI,Patna,Bihar,1,Delivered
ORD2023070601730,2023-07-06,71331,1018,Saree Silk,Clothing,2,521.98,1043.96,Credit Card,Ahmedabad,Gujarat,0,Delivered
ORD2023070601910,2023-07-06,26746,1024,LED Bulb 12W,Home,1,215.43,215.43,UPI,Nagpur,Maharashtra,0,Delivered
ORD2023070602180,2023-07-06,75439,1015,Formal Shirt,Clothing,2,1109.08,0.0,Credit Card,Noida,Uttar Pradesh,0,Cancelled
ORD2023070602376,2023-07-06,20176,1027,Pillow Set,Home,1,6815.78,6815.78,UPI,Indore,Madhya Pradesh,0,Delivered
ORD2023070603560,2023-07-06,60588,1023,Air Purifier,Home,3,6302.95,18908.85,UPI,Chennai,Tamil Nadu,0,Delivered
ORD2023070603966,2023-07-06,35287,1003,USB-C Charger,Electronics,2,1116.34,2232.68,UPI,Hyderabad,Telangana,0,Delivered
ORD2023070604179,2023-07-06,34437,1015,Formal Shirt,Clothing,2,1141.68,2283.36,UPI,New York,USA,1,Delivered
ORD2023070604533,2023-07-06,90084,1034,Conditioner,Beauty,2,1800.32,3600.64,UPI,Patna,Bihar,0,Delivered
ORD2023070607688,2023-07-06,25615,1003,USB-C Charger,Electronics,3,1277.04,3831.12,Credit Card,Hyderabad,Telangana,0,Delivered
ORD2023070608208,2023-07-06,85664,1026,Bedsheet Queen,Home,2,354.44,708.88,Credit Card,Gurugram,Haryana,0,Delivered
ORD2023070609023,2023-07-06,46288,1025,Non-stick Frying Pan,Home,2,3643.3,7286.6,UPI,Kolkata,West Bengal,0,Delivered
ORD2023070609664,2023-07-06,27946,1023,Air Purifier,Home,1,7412.26,7412.26,UPI,Bhopal,Madhya Pradesh,1,Delivered
ORD2023070701436,2023-07-07,87017,1009,Laptop Stand,Electronics,2,17412.96,34825.92,UPI,Lucknow,Uttar Pradesh,0,Delivered
ORD2023070701527,2023-07-07,35654,1002,Bluetooth Headphones,Electronics,1,2554.8,2554.8,COD,Bhopal,Madhya Pradesh,0,Delivered
ORD2023070703012,2023-07-07,98578,1048,Tennis Balls (Pack of 3),Sports,3,180.29,540.87,UPI,Noida,Uttar Pradesh,1,Delivered
ORD2023070703190,2023-07-07,27426,1005,Smartwatch Series 5,Electronics,1,4191.37,4191.37,COD,Lucknow,Uttar Pradesh,1,Delivered
ORD2023070703934,2023-07-07,76686,1043,Badminton Racket,Sports,1,463.62,463.62,Credit Card,Delhi,Delhi,0,Delivered
ORD2023070704220,2023-07-07,61962,1037,Beard Trimmer,Beauty,3,2121.01,6363.03,UPI,Noida,Uttar Pradesh,0,Shipped
ORD2023070704777,2023-07-07,37973,1014,Sports Shorts,Clothing,2,610.26,1220.52,Credit Card,Kolkata,West Bengal,0,Delivered
ORD2023070704903,2023-07-07,93804,1003,USB-C Charger,Electronics,1,1026.0,1026.0,UPI,Thiruvananthapuram,Kerala,1,Shipped
ORD2023070706074,2023-07-07,74934,1009,Laptop Stand,Electronics,3,17329.76,51989.28,UPI,Surat,Gujarat,0,Delivered
